"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00413943","01-19","0.02","0.05","0.16","27.3","99","27","10",,,,,,,,,,,,,,,,"0.68",,"0.68",
"USC00413943","01-20","0.02","0.05","0.17","27.2","99","27","10",,,,,,,,,,,,,,,,"0.72",,"0.72",
"USC00413943","01-21","0.02","0.05","0.17","27.1","99","28","11",,,,,,,,,,,,,,,,"0.77",,"0.77",
"USC00413943","01-22","0.02","0.05","0.17","27.0","98","28","11",,,,,,,,,,,,,,,,"0.82",,"0.82",
"USC00413943","01-23","0.02","0.05","0.17","26.8","98","29","11",,,,,,,,,,,,,,,,"0.87",,"0.87",
"USC00413943","01-24","0.02","0.05","0.17","26.7","98","29","11",,,,,,,,,,,,,,,,"0.91",,"0.91",
"USC00413943","01-25","0.02","0.05","0.17","26.5","98","30","12",,,,,,,,,,,,,,,,"0.96",,"0.96",
"USC00413943","01-26","0.02","0.05","0.17","26.3","97","30","12",,,,,,,,,,,,,,,,"1.01",,"1.01",
"USC00413943","01-27","0.02","0.05","0.17","26.1","96","30","12",,,,,,,,,,,,,,,,"1.05",,"1.05",
"USC00413943","01-28","0.02","0.05","0.17","25.8","96","30","12",,,,,,,,,,,,,,,,"1.10",,"1.10",
"USC00413943","01-29","0.02","0.05","0.18","25.6","95","31","13",,,,,,,,,,,,,,,,"1.15",,"1.15",
"USC00413943","01-30","0.02","0.05","0.18","25.5","95","31","13",,,,,,,,,,,,,,,,"1.20",,"1.20",
"USC00413943","01-31","0.02","0.05","0.18","25.3","95","32","13",,,,,,,,,,,,,,,,"1.24",,"1.24",
"USC00412617","01-01","-6666","-6666","-6666","8.0","39","11","3","-6666","-6666","-6666","49","32","10","5","2","-6666","-6666","-6666","74","25","10","1","0.02","0.1","0.02","0.1"
"USC00412617","01-02","-6666","-6666","-6666","7.9","38","11","3","-6666","-6666","-6666","48","32","10","5","2","-6666","-6666","-6666","74","25","10","1","0.05","0.2","0.05","0.2"
"USC00412617","01-03","-6666","-6666","-6666","7.7","38","11","2","-6666","-6666","-6666","48","32","11","6","2","-6666","-6666","-6666","74","26","11","1","0.07","0.2","0.07","0.2"
"USC00412617","01-04","-6666","-6666","-6666","7.6","37","12","2","-6666","-6666","-6666","48","32","11","6","2","-6666","-6666","-6666","74","27","11","1","0.09","0.3","0.09","0.3"
"USC00412617","01-05","-6666","-6666","-6666","7.5","37","12","2","-6666","-6666","-6666","48","32","11","6","2","-6666","-6666","-6666","74","27","12","1","0.11","0.4","0.11","0.4"
"USC00412617","01-06","-6666","-6666","-6666","7.5","37","12","2","-6666","-6666","-6666","48","32","11","6","2","-6666","-6666","-6666","75","28","12","1","0.13","0.5","0.13","0.5"
"USC00412617","01-07","-6666","-6666","-6666","7.4","36","12","2","-6666","-6666","-6666","48","33","11","6","2","-6666","-6666","-6666","75","29","13","2","0.15","0.6","0.15","0.6"
"USC00412617","01-08","-6666","-6666","-6666","7.4","36","12","2","-6666","-6666","-6666","48","33","12","7","2","-6666","-6666","-6666","76","30","14","2","0.17","0.7","0.17","0.7"
"USC00412617","01-09","-6666","-6666","-6666","7.4","36","12","2","-6666","-6666","-6666","48","33","12","7","2","-6666","-6666","-6666","77","32","15","2","0.18","0.8","0.18","0.8"
"USC00412617","01-10","-6666","-6666","-6666","7.4","37","13","2","-6666","-6666","-6666","49","33","12","7","2","-6666","-6666","-6666","78","33","15","3","0.20","0.9","0.20","0.9"
"USC00412617","01-11","-6666","-6666","-6666","7.3","37","13","2","-6666","-6666","-6666","49","33","12","7","2","-6666","-6666","-6666","79","34","16","3","0.22","1.0","0.22","1.0"
"USC00412617","01-12","-6666","-6666","-6666","7.4","37","13","2","-6666","-6666","-6666","49","34","12","7","2","-6666","-6666","-6666","80","36","18","4","0.23","1.0","0.23","1.0"
"USC00412617","01-13","-6666","-6666","-6666","7.4","38","13","2","-6666","-6666","-6666","50","34","13","7","2","-6666","-6666","-6666","82","37","19","4","0.25","1.1","0.25","1.1"
"USC00412617","01-14","-6666","-6666","-6666","7.4","38","13","2","-6666","-6666","-6666","50","35","13","7","2","-6666","-6666","-6666","84","39","20","5","0.27","1.2","0.27","1.2"
"USC00412617","01-15","-6666","-6666","-6666","7.5","39","13","2","-6666","-6666","-6666","51","35","13","7","2","-6666","-6666","-6666","86","41","22","5","0.28","1.2","0.28","1.2"
"USC00412617","01-16","-6666","-6666","-6666","7.6","39","13","2","-6666","-6666","-6666","52","36","13","7","2","-6666","-6666","-6666","89","43","23","5","0.30","1.3","0.30","1.3"
"USC00412617","01-17","-6666","-6666","-6666","7.6","39","13","2","-6666","-6666","-6666","52","36","13","8","2","-6666","-6666","-6666","91","45","25","6","0.32","1.4","0.32","1.4"
"USC00412617","01-18","-6666","-6666","-6666","7.7","40","13","2","-6666","-6666","-6666","53","37","14","8","2","-6666","-6666","-6666","94","47","27","6","0.34","1.6","0.34","1.6"
"USC00412617","01-19","-6666","-6666","-6666","7.8","40","14","2","-6666","-6666","-6666","53","37","14","8","2","-6666","-6666","-6666","96","49","28","7","0.36","1.7","0.36","1.7"
"USC00412617","01-20","-6666","-6666","-6666","7.9","41","14","2","-6666","-6666","-6666","54","37","14","8","2","-6666","-6666","-6666","98","51","30","7","0.38","1.8","0.38","1.8"
"USC00412617","01-21","-6666","-6666","-6666","8.0","41","14","2","-6666","-6666","-6666","54","37","14","8","2","-6666","-6666","-6666","100","53","31","8","0.41","1.9","0.41","1.9"
"USC00412617","01-22","-6666","-6666","-6666","8.1","42","14","2","-6666","-6666","-6666","54","37","14","8","2","-6666","-6666","-6666","102","54","32","8","0.43","2.0","0.43","2.0"
"USC00412617","01-23","-6666","-6666","-6666","8.2","43","14","2","-6666","-6666","-6666","54","37","14","8","2","-6666","-6666","-6666","104","55","34","9","0.45","2.2","0.45","2.2"
"USC00412617","01-24","-6666","-6666","-6666","8.3","44","14","2","-6666","-6666","-6666","54","37","14","7","2","-6666","-6666","-6666","106","57","35","9","0.48","2.3","0.48","2.3"
"USC00412617","01-25","-6666","-6666","-6666","8.5","45","14","2","-6666","-6666","-6666","54","38","14","7","2","-6666","-6666","-6666","107","58","36","10","0.50","2.4","0.50","2.4"
"USC00412617","01-26","-6666","-6666","-6666","8.6","47","14","2","-6666","-6666","-6666","55","38","15","7","2","-6666","-6666","-6666","109","59","37","10","0.52","2.6","0.52","2.6"
"USC00412617","01-27","-6666","-6666","-6666","8.8","48","14","2","-6666","-6666","-6666","55","39","15","7","2","-6666","-6666","-6666","110","60","37","11","0.55","2.7","0.55","2.7"
"USC00412617","01-28","-6666","-6666","-6666","9.0","49","14","2","-6666","-6666","-6666","56","39","15","7","2","-6666","-6666","-6666","111","61","38","11","0.57","2.9","0.57","2.9"
"USC00412617","01-29","-6666","-6666","-6666","9.1","50","14","2","-6666","-6666","-6666","56","39","15","7","2","-6666","-6666","-6666","112","62","39","11","0.58","3.0","0.58","3.0"
"USC00412617","01-30","-6666","-6666","-6666","9.3","51","14","2","-6666","-6666","-6666","57","40","15","7","2","-6666","-6666","-6666","113","63","40","12","0.60","3.2","0.60","3.2"
"USC00412617","01-31","-6666","-6666","-6666","9.4","52","14","2","-6666","-6666","-6666","57","40","15","7","2","-6666","-6666","-6666","114","64","41","12","0.62","3.3","0.62","3.3"
"USC00413828","01-01","-6666","-6666","-6666","9.6","68","18","8","-6666","-6666","-6666","23","16","5","1","0","-6666","-6666","-6666","13","2","0","0","0.03","0.0","0.03","0.0"
"USC00413828","01-02","-6666","-6666","-6666","9.5","67","18","8","-6666","-6666","-6666","23","16","5","1","0","-6666","-6666","-6666","13","1","0","0","0.06","0.1","0.06","0.1"
"USC00413828","01-03","-6666","-6666","-6666","9.4","66","18","8","-6666","-6666","-6666","24","16","5","1","0","-6666","-6666","-6666","12","1","0","0","0.08","0.1","0.08","0.1"
"USC00413828","01-04","-6666","-6666","-6666","9.4","66","18","8","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","12","1","0","0","0.11","0.2","0.11","0.2"
"USC00413828","01-05","-6666","-6666","-6666","9.3","65","18","7","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","11","1","0","0","0.14","0.2","0.14","0.2"
"USC00413828","01-06","-6666","-6666","-6666","9.3","65","18","7","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","11","2","0","0","0.16","0.3","0.16","0.3"
"USC00413828","01-07","-6666","-6666","-6666","9.2","64","19","7","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","11","2","0","0","0.19","0.3","0.19","0.3"
"USC00413828","01-08","-6666","-6666","-6666","9.2","64","19","7","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","11","2","0","0","0.22","0.4","0.22","0.4"
"USC00413828","01-09","-6666","-6666","-6666","9.2","64","19","7","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","10","2","0","0","0.25","0.4","0.25","0.4"
"USC00413828","01-10","-6666","-6666","-6666","9.2","64","20","7","-6666","-6666","-6666","24","17","5","1","0","-6666","-6666","-6666","10","2","0","0","0.27","0.5","0.27","0.5"
"USC00413828","01-11","-6666","-6666","-6666","9.3","64","20","7","-6666","-6666","-6666","23","17","5","1","0","-6666","-6666","-6666","10","2","0","0","0.30","0.5","0.30","0.5"
"USC00413828","01-12","-6666","-6666","-6666","9.4","64","21","7","-6666","-6666","-6666","23","17","5","1","0","-6666","-6666","-6666","10","2","0","0","0.33","0.6","0.33","0.6"
"USC00413828","01-13","-6666","-6666","-6666","9.4","65","21","7","-6666","-6666","-6666","23","17","5","1","0","-6666","-6666","-6666","10","2","0","0","0.35","0.6","0.35","0.6"
"USC00413828","01-14","-6666","-6666","-6666","9.5","65","22","6","-6666","-6666","-6666","22","16","5","1","0","-6666","-6666","-6666","9","2","0","0","0.38","0.7","0.38","0.7"
"USC00413828","01-15","-6666","-6666","-6666","9.5","66","22","6","-6666","-6666","-6666","22","16","5","1","0","-6666","-6666","-6666","9","2","0","0","0.41","0.7","0.41","0.7"
"USC00413828","01-16","-6666","-6666","-6666","9.5","66","23","6","-6666","-6666","-6666","22","16","5","1","0","-6666","-6666","-6666","9","2","0","0","0.44","0.7","0.44","0.7"
"USC00413828","01-17","-6666","-6666","-6666","9.6","67","24","6","-6666","-6666","-6666","21","16","6","1","0","-6666","-6666","-6666","9","2","0","0","0.47","0.8","0.47","0.8"
"USC00413828","01-18","-6666","-6666","-6666","9.7","68","24","6","-6666","-6666","-6666","21","16","6","1","0","-6666","-6666","-6666","9","2","0","0","0.51","0.8","0.51","0.8"
"USC00413828","01-19","-6666","-6666","-6666","9.7","69","25","6","-6666","-6666","-6666","20","16","6","1","0","-6666","-6666","-6666","9","2","0","0","0.54","0.9","0.54","0.9"
"USC00413828","01-20","-6666","-6666","-6666","9.8","70","26","7","-6666","-6666","-6666","20","15","6","1","0","-6666","-6666","-6666","9","3","0","0","0.57","0.9","0.57","0.9"
"USC00413828","01-21","-6666","-6666","-6666","9.8","71","26","7","-6666","-6666","-6666","19","15","6","1","0","-6666","-6666","-6666","9","3","0","0","0.61","0.9","0.61","0.9"
"USC00413828","01-22","-6666","-6666","-6666","9.9","71","27","7","-6666","-6666","-6666","19","15","6","1","0","-6666","-6666","-6666","9","3","0","0","0.65","1.0","0.65","1.0"
"USC00413828","01-23","0.09","0.27","0.54","10.0","72","27","7","-6666","-6666","-6666","18","14","6","1","0","-6666","-6666","-6666","10","3","0","0","0.69","1.0","0.69","1.0"
"USC00413828","01-24","0.09","0.27","0.54","10.1","73","28","7","-6666","-6666","-6666","18","14","6","1","0","-6666","-6666","-6666","10","3","0","0","0.73","1.0","0.73","1.0"
"USC00413828","01-25","0.09","0.27","0.54","10.2","74","29","7","-6666","-6666","-6666","18","14","6","1","0","-6666","-6666","-6666","10","4","0","0","0.77","1.1","0.77","1.1"
"USC00413828","01-26","0.09","0.27","0.54","10.4","75","30","8","-6666","-6666","-6666","17","14","6","1","0","-6666","-6666","-6666","10","4","0","0","0.81","1.1","0.81","1.1"
"USC00413828","01-27","0.09","0.26","0.54","10.6","77","31","8","-6666","-6666","-6666","17","14","6","1","0","-6666","-6666","-6666","11","4","0","0","0.85","1.2","0.85","1.2"
"USC00413828","01-28","0.09","0.26","0.54","10.7","78","31","8","-6666","-6666","-6666","17","13","6","1","0","-6666","-6666","-6666","11","4","0","0","0.90","1.2","0.90","1.2"
"USC00413828","01-29","0.09","0.26","0.53","10.9","80","32","9","-6666","-6666","-6666","16","13","6","1","0","-6666","-6666","-6666","12","4","0","0","0.94","1.2","0.94","1.2"
"USC00413828","01-30","0.09","0.26","0.53","11.1","82","32","9","-6666","-6666","-6666","16","13","6","1","0","-6666","-6666","-6666","12","4","0","0","0.99","1.3","0.99","1.3"
"USC00413828","01-31","0.09","0.26","0.53","11.2","83","33","9","-6666","-6666","-6666","16","13","6","1","0","-6666","-6666","-6666","12","5","0","0","1.03","1.3","1.03","1.3"
"USC00411408","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.01",,"0.01",
"USC00411408","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.02",,"0.02",
"USC00411408","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.03",
"USC00411408","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00411408","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.07",,"0.07",
"USC00411408","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.08",
"USC00411408","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.10",,"0.10",
"USC00411408","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.11",,"0.11",
"USC00411408","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.13",,"0.13",
"USC00411408","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.15",,"0.15",
"USC00411408","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.17",,"0.17",
"USC00411408","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.19",,"0.19",
"USC00411408","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.20",,"0.20",
"USC00411408","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.22",,"0.22",
"USC00411408","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.24",,"0.24",
"USC00411408","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.27",,"0.27",
"USC00411408","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.29",,"0.29",
"USC00411408","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.31",,"0.31",
"USC00411408","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.33",,"0.33",
"USC00411408","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.35",,"0.35",
"USC00411408","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.37",,"0.37",
"USC00411408","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.40",,"0.40",
"USC00411408","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.43",,"0.43",
"USC00411408","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.46",,"0.46",
"USC00411408","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.50",,"0.50",
"USC00411408","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.53",,"0.53",
"USC00411408","01-27",,,,,,,,,,,,,,,,,,,,,,,"0.57",,"0.57",
"USC00411408","01-28",,,,,,,,,,,,,,,,,,,,,,,"0.60",,"0.60",
"USC00411408","01-29",,,,,,,,,,,,,,,,,,,,,,,"0.64",,"0.64",
"USC00411408","01-30",,,,,,,,,,,,,,,,,,,,,,,"0.67",,"0.67",
"USC00411408","01-31",,,,,,,,,,,,,,,,,,,,,,,"0.71",,"0.71",
"USC00411407","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.02",,"0.02",
"USC00411407","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.03",
"USC00411407","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00411407","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00411407","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.08",
"USC00411407","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.09",,"0.09",
"USC00411407","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.11",,"0.11",
"USC00411407","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.13",,"0.13",
"USC00411407","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.15",,"0.15",
"USC00411407","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.16",,"0.16",
"USC00411407","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.18",,"0.18",
"USC00411407","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.20",,"0.20",
"USC00411407","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.22",,"0.22",
"USC00411407","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.25",,"0.25",
"USC00411407","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.27",,"0.27",
"USC00411407","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.29",,"0.29",
"USC00411407","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.32",,"0.32",
"USC00411407","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.34",,"0.34",
"USC00411407","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.36",,"0.36",
"USC00411407","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.37",,"0.37",
"USC00411407","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.40",,"0.40",
"USC00411407","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.42",,"0.42",
"USC00411407","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.44",,"0.44",
"USC00411407","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.47",,"0.47",
"USC00411407","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.49",,"0.49",
"USC00411407","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.51",,"0.51",
"USC00411407","01-27",,,,,,,,,,,,,,,,,,,,,,,"0.53",,"0.53",
"USC00411407","01-28",,,,,,,,,,,,,,,,,,,,,,,"0.55",,"0.55",
"USC00411407","01-29",,,,,,,,,,,,,,,,,,,,,,,"0.57",,"0.57",
"USC00411407","01-30",,,,,,,,,,,,,,,,,,,,,,,"0.59",,"0.59",
"USC00411407","01-31",,,,,,,,,,,,,,,,,,,,,,,"0.61",,"0.61",
"USC00418040","01-01","-6666","-6666","-6666","7.8","36","13","4",,,,,,,,,,,,,,,,"0.02",,"0.02",
"USC00418040","01-02","-6666","-6666","-6666","7.7","36","13","4",,,,,,,,,,,,,,,,"0.04",,"0.04",
"USC00418040","01-03","-6666","-6666","-6666","7.6","36","12","4",,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00418040","01-04","-6666","-6666","-6666","7.6","36","12","4",,,,,,,,,,,,,,,,"0.07",,"0.07",
"USC00418040","01-05","-6666","-6666","-6666","7.5","36","12","4",,,,,,,,,,,,,,,,"0.09",,"0.09",
"USC00418040","01-06","-6666","-6666","-6666","7.4","36","12","4",,,,,,,,,,,,,,,,"0.10",,"0.10",
"USC00418040","01-07","-6666","-6666","-6666","7.3","36","12","4",,,,,,,,,,,,,,,,"0.12",,"0.12",
"USC00418040","01-08","-6666","-6666","-6666","7.3","36","11","4",,,,,,,,,,,,,,,,"0.14",,"0.14",
"USC00418040","01-09","-6666","-6666","-6666","7.2","35","11","4",,,,,,,,,,,,,,,,"0.16",,"0.16",
"USC00418040","01-10","-6666","-6666","-6666","7.2","35","11","4",,,,,,,,,,,,,,,,"0.17",,"0.17",
"USC00418040","01-11","-6666","-6666","-6666","7.2","35","11","3",,,,,,,,,,,,,,,,"0.19",,"0.19",
"USC00418040","01-12","-6666","-6666","-6666","7.2","36","11","3",,,,,,,,,,,,,,,,"0.21",,"0.21",
"USC00418040","01-13","-6666","-6666","-6666","7.2","36","11","3",,,,,,,,,,,,,,,,"0.22",,"0.22",
"USC00418040","01-14","-6666","-6666","-6666","7.2","35","11","3",,,,,,,,,,,,,,,,"0.23",,"0.23",
"USC00418040","01-15","-6666","-6666","-6666","7.2","35","11","3",,,,,,,,,,,,,,,,"0.25",,"0.25",
"USC00418040","01-16","-6666","-6666","-6666","7.2","35","11","3",,,,,,,,,,,,,,,,"0.27",,"0.27",
"USC00418040","01-17","-6666","-6666","-6666","7.2","35","11","3",,,,,,,,,,,,,,,,"0.30",,"0.30",
"USC00418040","01-18","-6666","-6666","-6666","7.3","35","11","3",,,,,,,,,,,,,,,,"0.32",,"0.32",
"USC00418040","01-19","-6666","-6666","-6666","7.3","35","11","3",,,,,,,,,,,,,,,,"0.34",,"0.34",
"USC00418040","01-20","-6666","-6666","-6666","7.5","36","11","3",,,,,,,,,,,,,,,,"0.36",,"0.36",
"USC00418040","01-21","-6666","-6666","-6666","7.6","36","11","3",,,,,,,,,,,,,,,,"0.37",,"0.37",
"USC00418040","01-22","-6666","-6666","-6666","7.7","37","11","3",,,,,,,,,,,,,,,,"0.39",,"0.39",
"USC00418040","01-23","-6666","-6666","-6666","7.9","37","11","3",,,,,,,,,,,,,,,,"0.41",,"0.41",
"USC00418040","01-24","-6666","-6666","-6666","8.1","38","11","3",,,,,,,,,,,,,,,,"0.43",,"0.43",
"USC00418040","01-25","-6666","-6666","-6666","8.3","38","11","3",,,,,,,,,,,,,,,,"0.45",,"0.45",
"USC00418040","01-26","-6666","-6666","-6666","8.5","39","11","3",,,,,,,,,,,,,,,,"0.47",,"0.47",
"USC00418040","01-27","-6666","-6666","-6666","8.7","40","12","2",,,,,,,,,,,,,,,,"0.49",,"0.49",
"USC00418040","01-28","-6666","-6666","-6666","8.9","41","12","2",,,,,,,,,,,,,,,,"0.51",,"0.51",
"USC00418040","01-29","-6666","-6666","-6666","9.0","41","12","2",,,,,,,,,,,,,,,,"0.53",,"0.53",
"USC00418040","01-30","-6666","-6666","-6666","9.2","41","12","2",,,,,,,,,,,,,,,,"0.55",,"0.55",
"USC00418040","01-31","-6666","-6666","-6666","9.3","41","12","2",,,,,,,,,,,,,,,,"0.57",,"0.57",
"USC00417074","01-01","-6666","-6666","-6666","7.2","53","19","4","-6666","-6666","-6666","20","15","3","2","1","-6666","-6666","-6666","5","-5555","0","0","0.02","0.0","0.02","0.0"
"USC00417074","01-02","-6666","-6666","-6666","7.0","52","19","4","-6666","-6666","-6666","20","15","3","2","1","-6666","-6666","-6666","5","-5555","0","0","0.03","0.1","0.03","0.1"
"USC00417074","01-03","-6666","-6666","-6666","6.9","51","19","3","-6666","-6666","-6666","19","15","3","2","1","-6666","-6666","-6666","5","-5555","0","0","0.05","0.1","0.05","0.1"
"USC00417074","01-04","-6666","-6666","-6666","6.7","50","19","3","-6666","-6666","-6666","19","14","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.06","0.2","0.06","0.2"
"USC00417074","01-05","-6666","-6666","-6666","6.6","49","18","3","-6666","-6666","-6666","18","14","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.08","0.2","0.08","0.2"
"USC00417074","01-06","-6666","-6666","-6666","6.4","48","18","3","-6666","-6666","-6666","18","14","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.09","0.3","0.09","0.3"
"USC00417074","01-07","-6666","-6666","-6666","6.3","47","18","3","-6666","-6666","-6666","17","13","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.10","0.3","0.10","0.3"
"USC00417074","01-08","-6666","-6666","-6666","6.2","47","18","2","-6666","-6666","-6666","17","13","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.12","0.4","0.12","0.4"
"USC00417074","01-09","-6666","-6666","-6666","6.2","46","18","2","-6666","-6666","-6666","16","12","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.13","0.4","0.13","0.4"
"USC00417074","01-10","-6666","-6666","-6666","6.1","46","18","2","-6666","-6666","-6666","16","12","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.14","0.5","0.14","0.5"
"USC00417074","01-11","-6666","-6666","-6666","6.0","45","18","2","-6666","-6666","-6666","15","12","3","2","1","-6666","-6666","-6666","4","-5555","0","0","0.16","0.5","0.16","0.5"
"USC00417074","01-12","-6666","-6666","-6666","5.9","45","18","2","-6666","-6666","-6666","15","12","3","2","1","-6666","-6666","-6666","3","-5555","0","0","0.17","0.5","0.17","0.5"
"USC00417074","01-13","-6666","-6666","-6666","5.9","45","18","2","-6666","-6666","-6666","14","11","3","2","1","-6666","-6666","-6666","3","-5555","0","0","0.18","0.6","0.18","0.6"
"USC00417074","01-14","-6666","-6666","-6666","5.8","45","18","2","-6666","-6666","-6666","13","11","3","3","1","-6666","-6666","-6666","3","-5555","0","0","0.19","0.6","0.19","0.6"
"USC00417074","01-15","-6666","-6666","-6666","5.8","45","18","2","-6666","-6666","-6666","13","11","3","3","1","-6666","-6666","-6666","3","-5555","0","0","0.21","0.6","0.21","0.6"
"USC00417074","01-16","-6666","-6666","-6666","5.7","45","18","2","-6666","-6666","-6666","12","10","3","3","1","-6666","-6666","-6666","3","-5555","0","0","0.22","0.6","0.22","0.6"
"USC00417074","01-17","-6666","-6666","-6666","5.7","45","18","2","-6666","-6666","-6666","12","10","3","3","1","-6666","-6666","-6666","3","-5555","0","0","0.23","0.7","0.23","0.7"
"USC00417074","01-18","-6666","-6666","-6666","5.6","46","18","2","-6666","-6666","-6666","11","10","3","3","1","-6666","-6666","-6666","3","0","0","0","0.24","0.7","0.24","0.7"
"USC00417074","01-19","-6666","-6666","-6666","5.6","46","18","2","-6666","-6666","-6666","11","10","3","3","1","-6666","-6666","-6666","3","0","0","0","0.26","0.7","0.26","0.7"
"USC00417074","01-20","-6666","-6666","-6666","5.6","46","18","2","-6666","-6666","-6666","11","9","3","3","1","-6666","-6666","-6666","3","0","0","0","0.27","0.7","0.27","0.7"
"USC00417074","01-21","-6666","-6666","-6666","5.6","46","18","2","-6666","-6666","-6666","10","9","3","3","1","-6666","-6666","-6666","3","0","0","0","0.29","0.7","0.29","0.7"
"USC00417074","01-22","-6666","-6666","-6666","5.7","47","17","2","-6666","-6666","-6666","10","9","3","3","1","-6666","-6666","-6666","3","0","0","0","0.31","0.7","0.31","0.7"
"USC00417074","01-23","-6666","-6666","-6666","5.7","47","17","3","-6666","-6666","-6666","10","9","3","3","1","-6666","-6666","-6666","3","0","0","0","0.32","0.7","0.32","0.7"
"USC00417074","01-24","-6666","-6666","-6666","5.7","47","17","3","-6666","-6666","-6666","10","9","3","3","1","-6666","-6666","-6666","3","0","0","0","0.34","0.8","0.34","0.8"
"USC00417074","01-25","-6666","-6666","-6666","5.7","47","17","3","-6666","-6666","-6666","10","9","3","3","1","-6666","-6666","-6666","4","0","0","0","0.36","0.8","0.36","0.8"
